PlacesCount,TransitionsCount,ArcsCount,VarsCount,ConditionsCount,Boundedness,ConstraintStates,ConstraintArcs,DeadTransitions,Deadlocks,Soundness,Milliseconds
2,13,26,1,0,True,2,13,0,False,True,20
2,13,26,1,0,True,2,13,0,False,True,21
2,13,26,1,0,True,2,13,0,False,True,30
2,13,26,1,0,True,2,13,0,False,True,17
2,13,26,1,0,True,2,13,0,False,True,26
2,13,26,1,0,True,2,13,0,False,True,29
2,13,26,1,0,True,2,13,0,False,True,23
2,13,26,1,0,True,2,13,0,False,True,23
2,14,28,1,0,True,2,14,0,False,True,31
2,14,28,1,0,True,2,14,0,False,True,21
2,14,28,1,0,True,2,14,0,False,True,21
2,14,28,1,0,True,2,14,0,False,True,18
2,14,28,1,0,True,2,14,0,False,True,16
2,14,28,1,0,True,2,14,0,False,True,17
2,14,28,1,0,True,2,14,0,False,True,15
2,14,28,1,0,True,2,14,0,False,True,16
2,14,28,1,0,True,2,14,0,False,True,18
2,14,28,1,0,True,2,14,0,False,True,24
2,15,30,1,0,True,2,15,0,False,True,21
2,15,30,1,0,True,2,15,0,False,True,19
2,15,30,1,0,True,2,15,0,False,True,21
2,15,30,1,0,True,2,15,0,False,True,20
2,15,30,1,0,True,2,15,0,False,True,18
2,15,30,1,0,True,2,15,0,False,True,21
2,15,30,1,0,True,2,15,0,False,True,26
2,15,30,1,0,True,2,15,0,False,True,28
2,15,30,1,0,True,2,15,0,False,True,18
2,15,30,1,0,True,2,15,0,False,True,20
2,16,32,1,0,True,2,16,0,False,True,20
2,16,32,1,0,True,2,16,0,False,True,20
2,16,32,1,0,True,2,16,0,False,True,20
2,16,32,1,0,True,2,16,0,False,True,22
2,16,32,1,0,True,2,16,0,False,True,27
2,16,32,1,0,True,2,16,0,False,True,22
2,16,32,1,0,True,2,16,0,False,True,21
2,16,32,1,0,True,2,16,0,False,True,22
2,16,32,1,0,True,2,16,0,False,True,18
2,16,32,1,0,True,2,16,0,False,True,21
2,17,34,1,0,True,2,17,0,False,True,18
2,17,34,1,0,True,2,17,0,False,True,21
2,17,34,1,0,True,2,17,0,False,True,29
2,17,34,1,0,True,2,17,0,False,True,26
2,17,34,1,0,True,2,17,0,False,True,20
2,17,34,1,0,True,2,17,0,False,True,28
2,17,34,1,0,True,2,17,0,False,True,20
2,17,34,1,0,True,2,17,0,False,True,18
2,17,34,1,0,True,2,17,0,False,True,21
2,17,34,1,0,True,2,17,0,False,True,21
2,18,36,1,0,True,2,18,0,False,True,36
2,18,36,1,0,True,2,18,0,False,True,22
2,18,36,1,0,True,2,18,0,False,True,25
2,18,36,1,0,True,2,18,0,False,True,25
2,18,36,1,0,True,2,18,0,False,True,25
2,18,36,1,0,True,2,18,0,False,True,24
2,18,36,1,0,True,2,18,0,False,True,35
2,18,36,1,0,True,2,18,0,False,True,28
2,18,36,1,0,True,2,18,0,False,True,22
2,18,36,1,0,True,2,18,0,False,True,22
2,19,38,1,0,True,2,19,0,False,True,23
2,19,38,1,0,True,2,19,0,False,True,22
2,19,38,1,0,True,2,19,0,False,True,40
2,19,38,1,0,True,2,19,0,False,True,41
2,19,38,1,0,True,2,19,0,False,True,83
2,19,38,1,0,True,2,19,0,False,True,38
2,19,38,1,0,True,2,19,0,False,True,45
2,19,38,1,0,True,2,19,0,False,True,26
2,19,38,1,0,True,2,19,0,False,True,31
2,19,38,1,0,True,2,19,0,False,True,24
2,20,40,1,0,True,2,20,0,False,True,25
2,20,40,1,0,True,2,20,0,False,True,28
2,20,40,1,0,True,2,20,0,False,True,41
2,20,40,1,0,True,2,20,0,False,True,26
2,20,40,1,0,True,2,20,0,False,True,24
2,20,40,1,0,True,2,20,0,False,True,26
2,20,40,1,0,True,2,20,0,False,True,27
2,20,40,1,0,True,2,20,0,False,True,23
2,20,40,1,0,True,2,20,0,False,True,26
2,20,40,1,0,True,2,20,0,False,True,23
3,1,4,1,0,True,3,2,0,False,True,4
3,1,4,1,0,True,3,2,0,False,True,1
3,1,4,1,0,True,3,2,0,False,True,2
3,1,4,1,0,True,3,2,0,False,True,1
3,1,4,1,0,True,3,2,0,False,True,1
3,1,4,1,0,True,3,2,0,False,True,3
3,1,4,1,0,True,3,2,0,False,True,2
3,1,4,1,0,True,3,2,0,False,True,1
3,1,4,1,0,True,3,2,0,False,True,2
3,1,4,1,0,True,3,2,0,False,True,2
4,1,6,1,0,True,4,3,0,False,True,3
4,1,6,1,0,True,4,3,0,False,True,3
4,1,6,1,0,True,4,3,0,False,True,3
4,1,6,1,0,True,4,3,0,False,True,3
4,1,6,1,0,True,4,3,0,False,True,4
4,1,6,1,0,True,4,3,0,False,True,3
4,1,6,1,0,True,4,3,0,False,True,3
4,1,6,1,0,True,4,3,0,False,True,3
4,1,6,1,0,True,4,3,0,False,True,4
4,1,6,1,0,True,4,3,0,False,True,3
5,1,8,1,0,True,5,4,0,False,True,7
5,1,8,1,0,True,5,4,0,False,True,6
5,1,8,1,0,True,5,4,0,False,True,5
5,1,8,1,0,True,5,4,0,False,True,3
5,1,8,1,0,True,5,4,0,False,True,6
5,1,8,1,0,True,5,4,0,False,True,4
5,1,8,1,0,True,5,4,0,False,True,5
5,1,8,1,0,True,5,4,0,False,True,4
5,1,8,1,0,True,5,4,0,False,True,7
5,1,8,1,0,True,5,4,0,False,True,6
6,1,10,1,0,True,6,5,0,False,True,7
6,1,10,1,0,True,6,5,0,False,True,8
6,1,10,1,0,True,6,5,0,False,True,3
6,1,10,1,0,True,6,5,0,False,True,6
6,1,10,1,0,True,6,5,0,False,True,5
6,1,10,1,0,True,6,5,0,False,True,5
6,1,10,1,0,True,6,5,0,False,True,9
6,1,10,1,0,True,6,5,0,False,True,4
6,1,10,1,0,True,6,5,0,False,True,5
6,1,10,1,0,True,6,5,0,False,True,7
7,1,12,1,0,True,7,6,0,False,True,10
7,1,12,1,0,True,7,6,0,False,True,5
7,1,12,1,0,True,7,6,0,False,True,7
7,1,12,1,0,True,7,6,0,False,True,5
7,1,12,1,0,True,7,6,0,False,True,7
7,1,12,1,0,True,7,6,0,False,True,7
7,1,12,1,0,True,7,6,0,False,True,7
7,1,12,1,0,True,7,6,0,False,True,5
7,1,12,1,0,True,7,6,0,False,True,4
7,1,12,1,0,True,7,6,0,False,True,6
8,1,14,1,0,True,8,7,0,False,True,5
8,1,14,1,0,True,8,7,0,False,True,9
8,1,14,1,0,True,8,7,0,False,True,6
8,1,14,1,0,True,8,7,0,False,True,6
8,1,14,1,0,True,8,7,0,False,True,10
8,1,14,1,0,True,8,7,0,False,True,12
8,1,14,1,0,True,8,7,0,False,True,9
8,1,14,1,0,True,8,7,0,False,True,9
8,1,14,1,0,True,8,7,0,False,True,6
8,1,14,1,0,True,8,7,0,False,True,6
9,1,16,1,0,True,9,8,0,False,True,11
9,1,16,1,0,True,9,8,0,False,True,6
9,1,16,1,0,True,9,8,0,False,True,7
9,1,16,1,0,True,9,8,0,False,True,7
9,1,16,1,0,True,9,8,0,False,True,5
9,1,16,1,0,True,9,8,0,False,True,5
9,1,16,1,0,True,9,8,0,False,True,7
9,1,16,1,0,True,9,8,0,False,True,5
9,1,16,1,0,True,9,8,0,False,True,7
9,1,16,1,0,True,9,8,0,False,True,5
10,1,18,1,0,True,10,9,0,False,True,22
10,1,18,1,0,True,10,9,0,False,True,17
10,1,18,1,0,True,10,9,0,False,True,11
10,1,18,1,0,True,10,9,0,False,True,17
10,1,18,1,0,True,10,9,0,False,True,9
10,1,18,1,0,True,10,9,0,False,True,10
10,1,18,1,0,True,10,9,0,False,True,9
10,1,18,1,0,True,10,9,0,False,True,11
10,1,18,1,0,True,10,9,0,False,True,10
10,1,18,1,0,True,10,9,0,False,True,10
11,1,20,1,0,True,11,10,0,False,True,15
11,1,20,1,0,True,11,10,0,False,True,16
11,1,20,1,0,True,11,10,0,False,True,16
11,1,20,1,0,True,11,10,0,False,True,11
11,1,20,1,0,True,11,10,0,False,True,8
11,1,20,1,0,True,11,10,0,False,True,8
11,1,20,1,0,True,11,10,0,False,True,7
11,1,20,1,0,True,11,10,0,False,True,10
11,1,20,1,0,True,11,10,0,False,True,12
11,1,20,1,0,True,11,10,0,False,True,10
12,1,22,1,0,True,12,11,0,False,True,10
12,1,22,1,0,True,12,11,0,False,True,12
12,1,22,1,0,True,12,11,0,False,True,12
12,1,22,1,0,True,12,11,0,False,True,16
12,1,22,1,0,True,12,11,0,False,True,14
12,1,22,1,0,True,12,11,0,False,True,12
12,1,22,1,0,True,12,11,0,False,True,17
12,1,22,1,0,True,12,11,0,False,True,10
12,1,22,1,0,True,12,11,0,False,True,13
12,1,22,1,0,True,12,11,0,False,True,10
13,1,24,1,0,True,13,12,0,False,True,11
13,1,24,1,0,True,13,12,0,False,True,9
13,1,24,1,0,True,13,12,0,False,True,9
13,1,24,1,0,True,13,12,0,False,True,10
13,1,24,1,0,True,13,12,0,False,True,10
13,1,24,1,0,True,13,12,0,False,True,13
13,1,24,1,0,True,13,12,0,False,True,17
13,1,24,1,0,True,13,12,0,False,True,15
13,1,24,1,0,True,13,12,0,False,True,13
13,1,24,1,0,True,13,12,0,False,True,9
14,1,26,1,0,True,14,13,0,False,True,12
14,1,26,1,0,True,14,13,0,False,True,13
14,1,26,1,0,True,14,13,0,False,True,11
14,1,26,1,0,True,14,13,0,False,True,12
14,1,26,1,0,True,14,13,0,False,True,11
14,1,26,1,0,True,14,13,0,False,True,13
14,1,26,1,0,True,14,13,0,False,True,12
14,1,26,1,0,True,14,13,0,False,True,22
14,1,26,1,0,True,14,13,0,False,True,18
14,1,26,1,0,True,14,13,0,False,True,16
15,1,28,1,0,True,15,14,0,False,True,15
15,1,28,1,0,True,15,14,0,False,True,17
15,1,28,1,0,True,15,14,0,False,True,12
15,1,28,1,0,True,15,14,0,False,True,27
15,1,28,1,0,True,15,14,0,False,True,15
15,1,28,1,0,True,15,14,0,False,True,18
15,1,28,1,0,True,15,14,0,False,True,21
15,1,28,1,0,True,15,14,0,False,True,14
15,1,28,1,0,True,15,14,0,False,True,10
15,1,28,1,0,True,15,14,0,False,True,10
16,1,30,1,0,True,16,15,0,False,True,14
16,1,30,1,0,True,16,15,0,False,True,17
16,1,30,1,0,True,16,15,0,False,True,13
16,1,30,1,0,True,16,15,0,False,True,17
16,1,30,1,0,True,16,15,0,False,True,15
16,1,30,1,0,True,16,15,0,False,True,16
16,1,30,1,0,True,16,15,0,False,True,13
16,1,30,1,0,True,16,15,0,False,True,15
16,1,30,1,0,True,16,15,0,False,True,16
16,1,30,1,0,True,16,15,0,False,True,15
17,1,32,1,0,True,17,16,0,False,True,16
17,1,32,1,0,True,17,16,0,False,True,22
17,1,32,1,0,True,17,16,0,False,True,14
17,1,32,1,0,True,17,16,0,False,True,14
17,1,32,1,0,True,17,16,0,False,True,13
17,1,32,1,0,True,17,16,0,False,True,23
17,1,32,1,0,True,17,16,0,False,True,37
17,1,32,1,0,True,17,16,0,False,True,28
17,1,32,1,0,True,17,16,0,False,True,21
17,1,32,1,0,True,17,16,0,False,True,39
18,1,34,1,0,True,18,17,0,False,True,21
18,1,34,1,0,True,18,17,0,False,True,23
18,1,34,1,0,True,18,17,0,False,True,15
18,1,34,1,0,True,18,17,0,False,True,15
18,1,34,1,0,True,18,17,0,False,True,15
18,1,34,1,0,True,18,17,0,False,True,19
18,1,34,1,0,True,18,17,0,False,True,21
18,1,34,1,0,True,18,17,0,False,True,22
18,1,34,1,0,True,18,17,0,False,True,21
18,1,34,1,0,True,18,17,0,False,True,20
19,1,36,1,0,True,19,18,0,False,True,31
19,1,36,1,0,True,19,18,0,False,True,15
19,1,36,1,0,True,19,18,0,False,True,16
19,1,36,1,0,True,19,18,0,False,True,15
19,1,36,1,0,True,19,18,0,False,True,16
19,1,36,1,0,True,19,18,0,False,True,26
19,1,36,1,0,True,19,18,0,False,True,24
19,1,36,1,0,True,19,18,0,False,True,22
19,1,36,1,0,True,19,18,0,False,True,18
19,1,36,1,0,True,19,18,0,False,True,15
20,1,38,1,0,True,20,19,0,False,True,15
20,1,38,1,0,True,20,19,0,False,True,15
20,1,38,1,0,True,20,19,0,False,True,15
20,1,38,1,0,True,20,19,0,False,True,17
20,1,38,1,0,True,20,19,0,False,True,17
20,1,38,1,0,True,20,19,0,False,True,15
20,1,38,1,0,True,20,19,0,False,True,15
20,1,38,1,0,True,20,19,0,False,True,18
20,1,38,1,0,True,20,19,0,False,True,31
20,1,38,1,0,True,20,19,0,False,True,20
2,1,3,1,0,False,1,0,1,False,False,1
2,1,2,1,0,True,2,1,0,False,False,1
2,1,2,1,0,True,2,1,0,False,False,1
2,1,2,1,0,True,2,1,0,False,False,1
2,1,3,1,0,False,1,0,1,False,False,1
2,1,2,1,0,True,2,1,0,False,False,0
2,1,2,1,0,True,2,1,0,False,False,1
2,1,3,1,0,False,1,0,1,False,False,1
2,1,2,1,0,True,2,1,0,False,False,0
2,1,2,1,0,True,2,1,0,False,False,0
2,1,2,1,0,True,2,1,0,False,False,0
2,1,3,1,0,False,1,0,1,False,False,1
2,1,3,1,0,False,1,0,1,False,False,2
2,1,2,1,0,True,2,1,0,False,False,1
2,1,3,1,0,False,1,0,1,False,False,1
2,1,2,1,0,True,2,1,0,False,False,0
2,1,3,1,0,False,1,0,1,False,False,1
2,1,3,1,0,False,1,0,1,False,False,1
2,1,3,1,0,False,1,0,1,False,False,0
2,1,2,1,0,True,2,1,0,False,False,1
2,1,3,1,0,False,1,0,1,False,False,1
2,1,3,1,0,False,1,0,1,False,False,0
2,1,3,1,0,False,1,0,1,False,False,1
2,1,3,1,0,False,1,0,1,False,False,1
2,1,3,1,0,False,1,0,1,False,False,1
2,1,3,1,0,False,1,0,1,False,False,2
2,1,3,1,0,False,1,0,1,False,False,1
2,1,3,1,0,False,1,0,1,False,False,1
2,1,3,1,0,False,1,0,1,False,False,1
2,1,3,1,0,False,1,0,1,False,False,1
2,1,2,1,0,True,2,1,0,False,False,0
2,1,3,1,0,False,1,0,1,False,False,2
2,1,3,1,0,False,1,0,1,False,False,1
2,1,3,1,0,False,1,0,1,False,False,1
2,1,3,1,0,False,1,0,1,False,False,1
2,1,2,1,0,True,2,1,0,False,False,1
2,1,3,1,0,False,1,0,1,False,False,1
2,1,3,1,0,False,1,0,1,False,False,1
2,1,3,1,0,False,1,0,1,False,False,1
2,1,3,1,0,False,1,0,1,False,False,0
2,1,3,1,0,False,1,0,1,False,False,1
2,1,3,1,0,False,1,0,1,False,False,1
2,1,3,1,0,False,1,0,1,False,False,2
2,1,3,1,0,False,1,0,1,False,False,1
2,1,3,1,0,False,1,0,1,False,False,1
2,1,3,1,0,False,1,0,1,False,False,1
2,1,3,1,0,False,1,0,1,False,False,1
2,1,3,1,0,False,1,0,1,False,False,1
2,1,3,1,0,False,1,0,1,False,False,1
2,1,3,1,0,False,1,0,1,False,False,1
2,1,3,1,0,False,1,0,1,False,False,1
2,1,3,1,0,False,1,0,1,False,False,1
2,1,3,1,0,False,1,0,1,False,False,1
2,1,3,1,0,False,1,0,1,False,False,1
2,1,3,1,0,False,1,0,1,False,False,1
2,1,3,1,0,False,1,0,1,False,False,1
2,1,3,1,0,False,1,0,1,False,False,1
2,1,3,1,0,False,1,0,1,False,False,1
2,1,3,1,0,False,1,0,1,False,False,1
2,1,3,1,0,False,1,0,1,False,False,1
2,1,3,1,0,False,1,0,1,False,False,2
2,1,3,1,0,False,1,0,1,False,False,2
2,1,3,1,0,False,1,0,1,False,False,1
2,1,3,1,0,False,1,0,1,False,False,1
2,1,3,1,0,False,1,0,1,False,False,1
2,1,3,1,0,False,1,0,1,False,False,1
2,1,3,1,0,False,1,0,1,False,False,1
2,1,3,1,0,False,1,0,1,False,False,1
2,1,3,1,0,False,1,0,1,False,False,1
2,1,3,1,0,False,1,0,1,False,False,1
2,1,3,1,0,False,1,0,1,False,False,1
2,1,3,1,0,False,1,0,1,False,False,1
2,1,3,1,0,False,1,0,1,False,False,1
2,1,3,1,0,False,1,0,1,False,False,1
2,1,3,1,0,False,1,0,1,False,False,1
2,1,3,1,0,False,1,0,1,False,False,1
2,1,3,1,0,False,1,0,1,False,False,1
2,1,3,1,0,False,1,0,1,False,False,1
2,1,3,1,0,False,1,0,1,False,False,1
2,1,3,1,0,False,1,0,1,False,False,1
2,1,3,1,0,False,1,0,1,False,False,2
2,1,3,1,0,False,1,0,1,False,False,1
2,1,3,1,0,False,1,0,1,False,False,1
2,1,3,1,0,False,1,0,1,False,False,1
2,1,3,1,0,False,1,0,1,False,False,1
2,1,3,1,0,False,1,0,1,False,False,1
2,1,3,1,0,False,1,0,1,False,False,2
2,1,3,1,0,False,1,0,1,False,False,1
2,1,3,1,0,False,1,0,1,False,False,1
2,1,3,1,0,False,1,0,1,False,False,1
2,1,3,1,0,False,1,0,1,False,False,3
2,1,3,1,0,False,1,0,1,False,False,2
2,1,3,1,0,False,1,0,1,False,False,2
2,1,3,1,0,False,1,0,1,False,False,1
2,1,3,1,0,False,1,0,1,False,False,1
2,1,3,1,0,False,1,0,1,False,False,1
2,1,3,1,0,False,1,0,1,False,False,1
2,1,3,1,0,False,1,0,1,False,False,1
2,1,3,1,0,False,1,0,1,False,False,1
2,1,3,1,0,False,1,0,1,False,False,1
2,1,3,1,0,False,1,0,1,False,False,1
2,1,3,1,0,False,1,0,1,False,False,1
2,1,3,1,0,False,1,0,1,False,False,1
2,1,3,1,0,False,1,0,1,False,False,2
2,1,3,1,0,False,1,0,1,False,False,1
2,1,3,1,0,False,1,0,1,False,False,1
2,1,3,1,0,False,1,0,1,False,False,1
2,1,3,1,0,False,1,0,1,False,False,1
2,1,3,1,0,False,1,0,1,False,False,1
2,1,3,1,0,False,1,0,1,False,False,1
2,1,3,1,0,False,1,0,1,False,False,1
2,1,3,1,0,False,1,0,1,False,False,1
2,1,3,1,0,False,1,0,1,False,False,2
2,1,3,1,0,False,1,0,1,False,False,1
2,1,3,1,0,False,1,0,1,False,False,2
2,1,3,1,0,False,1,0,1,False,False,1
2,1,3,1,0,False,1,0,1,False,False,1
2,1,3,1,0,False,1,0,1,False,False,1
2,1,3,1,0,False,1,0,1,False,False,1
2,1,3,1,0,False,1,0,1,False,False,1
2,1,3,1,0,False,1,0,1,False,False,2
2,1,3,1,0,False,1,0,1,False,False,1
2,1,3,1,0,False,1,0,1,False,False,3
2,1,3,1,0,False,1,0,1,False,False,1
2,1,3,1,0,False,1,0,1,False,False,1
2,1,3,1,0,False,1,0,1,False,False,1
2,1,3,1,0,False,1,0,1,False,False,1
2,1,3,1,0,False,1,0,1,False,False,1
2,1,3,1,0,False,1,0,1,False,False,2
2,1,3,1,0,False,1,0,1,False,False,1
2,1,3,1,0,False,1,0,1,False,False,1
2,1,3,1,0,False,1,0,1,False,False,1
2,1,3,1,0,False,1,0,1,False,False,1
2,1,3,1,0,False,1,0,1,False,False,1
2,1,3,1,0,False,1,0,1,False,False,1
2,1,3,1,0,False,1,0,1,False,False,0
2,1,3,1,0,False,1,0,1,False,False,2
2,1,3,1,0,False,1,0,1,False,False,1
2,1,3,1,0,False,1,0,1,False,False,1
2,1,3,1,0,False,1,0,1,False,False,1
2,1,3,1,0,False,1,0,1,False,False,1
2,1,3,1,0,False,1,0,1,False,False,1
2,1,3,1,0,False,1,0,1,False,False,1
2,1,3,1,0,False,1,0,1,False,False,0
2,1,3,1,0,False,1,0,1,False,False,1
2,1,3,1,0,False,1,0,1,False,False,1
2,1,3,1,0,False,1,0,1,False,False,1
2,1,3,1,0,False,1,0,1,False,False,0
2,1,3,1,0,False,1,0,1,False,False,1
2,1,3,1,0,False,1,0,1,False,False,1
2,1,3,1,0,False,1,0,1,False,False,2
2,1,3,1,0,False,1,0,1,False,False,1
2,1,3,1,0,False,1,0,1,False,False,1
2,1,3,1,0,False,1,0,1,False,False,1
2,1,3,1,0,False,1,0,1,False,False,1
2,1,3,1,0,False,1,0,1,False,False,2
2,1,3,1,0,False,1,0,1,False,False,1
2,1,3,1,0,False,1,0,1,False,False,2
2,1,3,1,0,False,1,0,1,False,False,2
2,1,3,1,0,False,1,0,1,False,False,2
2,1,3,1,0,False,1,0,1,False,False,1
2,1,3,1,0,False,1,0,1,False,False,1
2,1,3,1,0,False,1,0,1,False,False,1
2,1,3,1,0,False,1,0,1,False,False,1
2,1,3,1,0,False,1,0,1,False,False,2
2,1,3,1,0,False,1,0,1,False,False,1
2,1,3,1,0,False,1,0,1,False,False,3
2,1,3,1,0,False,1,0,1,False,False,1
2,1,3,1,0,False,1,0,1,False,False,1
2,1,3,1,0,False,1,0,1,False,False,1
2,1,3,1,0,False,1,0,1,False,False,1
2,1,3,1,0,False,1,0,1,False,False,1
2,1,3,1,0,False,1,0,1,False,False,1
2,1,3,1,0,False,1,0,1,False,False,1
2,1,3,1,0,False,1,0,1,False,False,1
2,1,3,1,0,False,1,0,1,False,False,3
2,1,3,1,0,False,1,0,1,False,False,2
2,1,3,1,0,False,1,0,1,False,False,3
2,1,3,1,0,False,1,0,1,False,False,1
2,1,3,1,0,False,1,0,1,False,False,1
2,1,3,1,0,False,1,0,1,False,False,1
2,1,3,1,0,False,1,0,1,False,False,2
2,1,3,1,0,False,1,0,1,False,False,2
2,1,3,1,0,False,1,0,1,False,False,1
2,1,3,1,0,False,1,0,1,False,False,1
2,1,3,1,0,False,1,0,1,False,False,1
2,1,3,1,0,False,1,0,1,False,False,1
2,1,3,1,0,False,1,0,1,False,False,1
2,1,3,1,0,False,1,0,1,False,False,1
2,1,3,1,0,False,1,0,1,False,False,1
2,1,3,1,0,False,1,0,1,False,False,1
2,1,3,1,0,False,1,0,1,False,False,1
2,1,3,1,0,False,1,0,1,False,False,1
2,1,3,1,0,False,1,0,1,False,False,1
2,1,3,1,0,False,1,0,1,False,False,1
2,1,3,1,0,False,1,0,1,False,False,1
